Postcode,Postcode Status,LSOA Code,LSOA Name,Index of Multiple Deprivation Rank,Index of Multiple Deprivation Decile
B18 4QP,Live,E01009359,Birmingham 047C E01009359,1852,1
B18 4QQ,Live,E01009359,Birmingham 047C E01009359,1852,1
B18 4QR,Live,E01009359,Birmingham 047C E01009359,1852,1
B18 4QS,Live,E01009359,Birmingham 047C E01009359,1852,1
B18 4QT,Live,E01009359,Birmingham 047C E01009359,1852,1
B18 4QU,Live,E01009359,Birmingham 047C E01009359,1852,1
B18 4QW,Live,E01009359,Birmingham 047C E01009359,1852,1
B18 4QX,Live,E01009359,Birmingham 047C E01009359,1852,1
B18 4QY,Live,E01009359,Birmingham 047C E01009359,1852,1
B18 4QZ,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 4RA,Live,E01009361,Birmingham 047E E01009361,1462,1
B18 4RB,Live,E01009361,Birmingham 047E E01009361,1462,1
B18 4RD,Live,E01009361,Birmingham 047E E01009361,1462,1
B18 4RE,Live,E01009361,Birmingham 047E E01009361,1462,1
B18 4RF,Live,E01009361,Birmingham 047E E01009361,1462,1
B18 4RG,Live,E01009361,Birmingham 047E E01009361,1462,1
B18 4RH,Live,E01009361,Birmingham 047E E01009361,1462,1
B18 4RJ,Live,E01009361,Birmingham 047E E01009361,1462,1
B18 4RL,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 4RN,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 4RP,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 4RQ,Terminated,E01009345,Birmingham 053D E01009345,987,1
B18 4SX,Terminated,E01009361,Birmingham 047E E01009361,1462,1
B18 4WA,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 4WD,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 4WH,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 4WU,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 4XR,Terminated,E01009361,Birmingham 047E E01009361,1462,1
B18 4XW,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 5AA,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 5AB,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 5AD,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 5AE,Terminated,E01033638,Birmingham 049F E01033638,871,1
B18 5AF,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 5AG,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 5AH,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 5AJ,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 5AL,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 5AN,Live,E01033638,Birmingham 049F E01033638,871,1
B18 5AP,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 5AQ,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 5AR,Terminated,E01033638,Birmingham 049F E01033638,871,1
B18 5AS,Terminated,E01009347,Birmingham 049D E01009347,1851,1
B18 5AT,Terminated,E01009347,Birmingham 049D E01009347,1851,1
B18 5AU,Live,E01009347,Birmingham 049D E01009347,1851,1
B18 5AW,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 5AX,Terminated,E01009348,Birmingham 047A E01009348,4437,2
B18 5AY,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 5AZ,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 5BA,Live,E01009347,Birmingham 049D E01009347,1851,1
B18 5BB,Live,E01009347,Birmingham 049D E01009347,1851,1
B18 5BD,Live,E01009347,Birmingham 049D E01009347,1851,1
B18 5BE,Terminated,E01009348,Birmingham 047A E01009348,4437,2
B18 5BG,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 5BH,Terminated,E01009347,Birmingham 049D E01009347,1851,1
B18 5BJ,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5BL,Terminated,E01009348,Birmingham 047A E01009348,4437,2
B18 5BN,Live,E01009348,Birmingham 047A E01009348,4437,2
B18 5BP,Live,E01009347,Birmingham 049D E01009347,1851,1
B18 5BQ,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 5BT,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5BU,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5BX,Terminated,E01009360,Birmingham 047D E01009360,1823,1
B18 5BY,Terminated,E01009360,Birmingham 047D E01009360,1823,1
B18 5DB,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5DG,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5DH,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5DJ,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5DL,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5DN,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5DQ,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5DR,Terminated,E01009360,Birmingham 047D E01009360,1823,1
B18 5DS,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5DX,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5DY,Terminated,E01009348,Birmingham 047A E01009348,4437,2
B18 5DZ,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 5EB,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5ED,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5EG,Terminated,E01009360,Birmingham 047D E01009360,1823,1
B18 5EH,Terminated,E01009360,Birmingham 047D E01009360,1823,1
B18 5EN,Terminated,E01009360,Birmingham 047D E01009360,1823,1
B18 5EW,Live,E01009361,Birmingham 047E E01009361,1462,1
B18 5HA,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5HB,Live,E01009348,Birmingham 047A E01009348,4437,2
B18 5HD,Terminated,E01009360,Birmingham 047D E01009360,1823,1
B18 5HE,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5HG,Terminated,E01009360,Birmingham 047D E01009360,1823,1
B18 5HH,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5HJ,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5HL,Terminated,E01009360,Birmingham 047D E01009360,1823,1
B18 5HN,Terminated,E01009360,Birmingham 047D E01009360,1823,1
B18 5HP,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5HR,Terminated,E01009360,Birmingham 047D E01009360,1823,1
B18 5HS,Live,E01009348,Birmingham 047A E01009348,4437,2
B18 5HT,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 5HW,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5HY,Terminated,E01009360,Birmingham 047D E01009360,1823,1
B18 5HZ,Terminated,E01009360,Birmingham 047D E01009360,1823,1
B18 5JA,Live,E01009358,Birmingham 047B E01009358,534,1
B18 5JB,Terminated,E01009358,Birmingham 047B E01009358,534,1
B18 5JD,Live,E01009358,Birmingham 047B E01009358,534,1
B18 5JH,Live,E01009348,Birmingham 047A E01009348,4437,2
B18 5JJ,Live,E01009358,Birmingham 047B E01009358,534,1
B18 5JL,Terminated,E01009358,Birmingham 047B E01009358,534,1
B18 5JN,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 5JP,Live,E01009358,Birmingham 047B E01009358,534,1
B18 5JR,Live,E01009358,Birmingham 047B E01009358,534,1
B18 5JS,Live,E01009358,Birmingham 047B E01009358,534,1
B18 5JT,Live,E01009358,Birmingham 047B E01009358,534,1
B18 5JU,Live,E01009359,Birmingham 047C E01009359,1852,1
B18 5JX,Live,E01009359,Birmingham 047C E01009359,1852,1
B18 5JY,Live,E01009359,Birmingham 047C E01009359,1852,1
B18 5JZ,Live,E01009359,Birmingham 047C E01009359,1852,1
B18 5LA,Live,E01009358,Birmingham 047B E01009358,534,1
B18 5LB,Live,E01009358,Birmingham 047B E01009358,534,1
B18 5LD,Live,E01009358,Birmingham 047B E01009358,534,1
B18 5LE,Live,E01009358,Birmingham 047B E01009358,534,1
B18 5LF,Terminated,E01009358,Birmingham 047B E01009358,534,1
B18 5LG,Live,E01009358,Birmingham 047B E01009358,534,1
B18 5LH,Terminated,E01009358,Birmingham 047B E01009358,534,1
B18 5LJ,Terminated,E01009359,Birmingham 047C E01009359,1852,1
B18 5LL,Terminated,E01009359,Birmingham 047C E01009359,1852,1
B18 5LN,Terminated,E01009348,Birmingham 047A E01009348,4437,2
B18 5LP,Terminated,E01009358,Birmingham 047B E01009358,534,1
B18 5LQ,Terminated,E01009348,Birmingham 047A E01009348,4437,2
B18 5LT,Live,E01009348,Birmingham 047A E01009348,4437,2
B18 5LU,Live,E01009348,Birmingham 047A E01009348,4437,2
B18 5LW,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 5LX,Terminated,E01009358,Birmingham 047B E01009358,534,1
B18 5LY,Live,E01009358,Birmingham 047B E01009358,534,1
B18 5NA,Live,E01009358,Birmingham 047B E01009358,534,1
B18 5NB,Live,E01009358,Birmingham 047B E01009358,534,1
B18 5ND,Live,E01009358,Birmingham 047B E01009358,534,1
B18 5NE,Live,E01009358,Birmingham 047B E01009358,534,1
B18 5NF,Terminated,E01009358,Birmingham 047B E01009358,534,1
B18 5NG,Live,E01009358,Birmingham 047B E01009358,534,1
B18 5NH,Live,E01009358,Birmingham 047B E01009358,534,1
B18 5NJ,Live,E01009358,Birmingham 047B E01009358,534,1
B18 5NL,Live,E01009348,Birmingham 047A E01009348,4437,2
B18 5NN,Terminated,E01009348,Birmingham 047A E01009348,4437,2
B18 5NP,Terminated,E01009348,Birmingham 047A E01009348,4437,2
B18 5NQ,Live,E01009358,Birmingham 047B E01009358,534,1
B18 5NR,Live,E01009358,Birmingham 047B E01009358,534,1
B18 5NS,Live,E01009358,Birmingham 047B E01009358,534,1
B18 5NT,Terminated,E01009358,Birmingham 047B E01009358,534,1
B18 5NU,Terminated,E01009348,Birmingham 047A E01009348,4437,2
B18 5NW,Terminated,E01009348,Birmingham 047A E01009348,4437,2
B18 5NX,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 5NY,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 5NZ,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 5PA,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 5PB,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 5PD,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 5PE,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 5PH,Terminated,E01009347,Birmingham 049D E01009347,1851,1
B18 5PJ,Terminated,E01009347,Birmingham 049D E01009347,1851,1
B18 5PL,Live,E01009347,Birmingham 049D E01009347,1851,1
B18 5PN,Live,E01009347,Birmingham 049D E01009347,1851,1
B18 5PP,Live,E01009348,Birmingham 047A E01009348,4437,2
B18 5PQ,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 5PW,Live,E01009347,Birmingham 049D E01009347,1851,1
B18 5PZ,Live,E01009347,Birmingham 049D E01009347,1851,1
B18 5QA,Terminated,E01009348,Birmingham 047A E01009348,4437,2
B18 5QB,Live,E01009347,Birmingham 049D E01009347,1851,1
B18 5QD,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 5QE,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 5QG,Live,E01009347,Birmingham 049D E01009347,1851,1
B18 5QH,Live,E01009348,Birmingham 047A E01009348,4437,2
B18 5QJ,Live,E01009348,Birmingham 047A E01009348,4437,2
B18 5QL,Live,E01009347,Birmingham 049D E01009347,1851,1
B18 5QN,Live,E01009347,Birmingham 049D E01009347,1851,1
B18 5QP,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5QQ,Live,E01009347,Birmingham 049D E01009347,1851,1
B18 5QR,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5QS,Live,E01009348,Birmingham 047A E01009348,4437,2
B18 5QT,Live,E01009348,Birmingham 047A E01009348,4437,2
B18 5QU,Live,E01009348,Birmingham 047A E01009348,4437,2
B18 5QW,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 5QX,Live,E01009348,Birmingham 047A E01009348,4437,2
B18 5QY,Terminated,E01009360,Birmingham 047D E01009360,1823,1
B18 5QZ,Terminated,E01009348,Birmingham 047A E01009348,4437,2
B18 5RA,Live,E01009348,Birmingham 047A E01009348,4437,2
B18 5RB,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5RD,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5RE,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5RF,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 5RG,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 5RH,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5RJ,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5RL,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5RN,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 5RP,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5RQ,Terminated,E01009360,Birmingham 047D E01009360,1823,1
B18 5RR,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5RS,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 5RT,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5RU,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5RW,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5RX,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5RY,Live,E01009348,Birmingham 047A E01009348,4437,2
B18 5SA,Terminated,E01009348,Birmingham 047A E01009348,4437,2
B18 5SB,Terminated,E01009360,Birmingham 047D E01009360,1823,1
B18 5SD,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5SE,Live,E01009361,Birmingham 047E E01009361,1462,1
B18 5SF,Terminated,E01009348,Birmingham 047A E01009348,4437,2
B18 5SG,Live,E01009361,Birmingham 047E E01009361,1462,1
B18 5SH,Live,E01009361,Birmingham 047E E01009361,1462,1
B18 5SJ,Live,E01009361,Birmingham 047E E01009361,1462,1
B18 5SL,Live,E01009348,Birmingham 047A E01009348,4437,2
B18 5SN,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5SP,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5SQ,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5SR,Live,E01009358,Birmingham 047B E01009358,534,1
B18 5SS,Terminated,E01009360,Birmingham 047D E01009360,1823,1
B18 5ST,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5SY,Terminated,E01009360,Birmingham 047D E01009360,1823,1
B18 5TA,Terminated,E01009360,Birmingham 047D E01009360,1823,1
B18 5TB,Terminated,E01009360,Birmingham 047D E01009360,1823,1
B18 5TD,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5TE,Live,E01009359,Birmingham 047C E01009359,1852,1
B18 5TG,Terminated,E01009359,Birmingham 047C E01009359,1852,1
B18 5TH,Terminated,E01009360,Birmingham 047D E01009360,1823,1
B18 5TJ,Terminated,E01009352,Birmingham 039C E01009352,1285,1
B18 5TL,Terminated,E01009359,Birmingham 047C E01009359,1852,1
B18 5TN,Terminated,E01009359,Birmingham 047C E01009359,1852,1
B18 5TP,Terminated,E01009359,Birmingham 047C E01009359,1852,1
B18 5TR,Live,E01009359,Birmingham 047C E01009359,1852,1
B18 5TS,Live,E01009360,Birmingham 047D E01009360,1823,1
B18 5TT,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 5TU,Terminated,E01009360,Birmingham 047D E01009360,1823,1
B18 5TW,Terminated,E01009359,Birmingham 047C E01009359,1852,1
B18 5TX,Terminated,E01009360,Birmingham 047D E01009360,1823,1
B18 5UA,Terminated,E01009360,Birmingham 047D E01009360,1823,1
B18 5WA,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 5WB,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 5WD,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 5WG,Terminated,E01009348,Birmingham 047A E01009348,4437,2
B18 5WP,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 5WT,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 5YY,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 5ZS,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 5ZX,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 5ZZ,Terminated,E01009360,Birmingham 047D E01009360,1823,1
B18 6AA,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6AB,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6AD,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6AE,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6AF,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6AG,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6AH,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6AJ,Terminated,E01033623,Birmingham 138C E01033623,6886,3
B18 6AL,Terminated,E01033623,Birmingham 138C E01033623,6886,3
B18 6AN,Terminated,E01033623,Birmingham 138C E01033623,6886,3
B18 6AP,Terminated,E01033623,Birmingham 138C E01033623,6886,3
B18 6AQ,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6AR,Live,E01033623,Birmingham 138C E01033623,6886,3
B18 6AS,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6AT,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6AU,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6AW,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6AX,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6AZ,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6BA,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6BB,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6BD,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6BE,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6BF,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6BG,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6BH,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6BJ,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6BL,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6BN,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6BP,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6BQ,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6BS,Live,E01033623,Birmingham 138C E01033623,6886,3
B18 6BT,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6BU,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6BW,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6BX,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6BY,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6BZ,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6DA,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6DB,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6DD,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6DE,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6DF,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6DG,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6DH,Live,E01033623,Birmingham 138C E01033623,6886,3
B18 6DJ,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6DL,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6DN,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6DP,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6DQ,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6DR,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6DS,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6DT,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6DU,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6DW,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6DX,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6DY,Live,E01033623,Birmingham 138C E01033623,6886,3
B18 6DZ,Live,E01033619,Birmingham 137D E01033619,14974,5
B18 6EA,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6EB,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6ED,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6EE,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6EF,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6EG,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6EJ,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6EL,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6EN,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6EP,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6ER,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6ES,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6ET,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6EU,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6EW,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6EX,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6EY,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6HA,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6HB,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6HD,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6HE,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6HF,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6HG,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6HH,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6HJ,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6HL,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6HN,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6HP,Live,E01033619,Birmingham 137D E01033619,14974,5
B18 6HQ,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6HR,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6HS,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6HT,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6HU,Live,E01033619,Birmingham 137D E01033619,14974,5
B18 6HW,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6HX,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6HZ,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6JA,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6JB,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6JD,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6JE,Live,E01033619,Birmingham 137D E01033619,14974,5
B18 6JF,Terminated,E01033619,Birmingham 137D E01033619,14974,5
B18 6JG,Terminated,E01033619,Birmingham 137D E01033619,14974,5
B18 6JH,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6JJ,Live,E01033619,Birmingham 137D E01033619,14974,5
B18 6JL,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6JN,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6JP,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6JQ,Live,E01033619,Birmingham 137D E01033619,14974,5
B18 6JR,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6JS,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6JT,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6JU,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6JW,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6JX,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6JY,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6JZ,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6LA,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6LB,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6LD,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6LE,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6LF,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6LG,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6LH,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6LJ,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6LL,Live,E01009347,Birmingham 049D E01009347,1851,1
B18 6LN,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6LP,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6LQ,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6LR,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6LS,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6LT,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6LU,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6LW,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6LX,Terminated,E01009347,Birmingham 049D E01009347,1851,1
B18 6LY,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6LZ,Live,E01009348,Birmingham 047A E01009348,4437,2
B18 6NA,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6NB,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6ND,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6NE,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6NF,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6NG,Live,E01033619,Birmingham 137D E01033619,14974,5
B18 6NH,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6NJ,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6NL,Live,E01033619,Birmingham 137D E01033619,14974,5
B18 6NN,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6NP,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6NQ,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6NR,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6NS,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6NT,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6NU,Terminated,E01033619,Birmingham 137D E01033619,14974,5
B18 6NW,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6NX,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6NY,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6NZ,Live,E01033559,Birmingham 049E E01033559,14019,5
B18 6PA,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6PB,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6PD,Live,E01033619,Birmingham 137D E01033619,14974,5
B18 6PF,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6PG,Live,E01033619,Birmingham 137D E01033619,14974,5
B18 6PH,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6PJ,Live,E01009347,Birmingham 049D E01009347,1851,1
B18 6PL,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6PN,Terminated,E01033559,Birmingham 049E E01033559,14019,5
B18 6PP,Live,E01009347,Birmingham 049D E01009347,1851,1
B18 6PQ,Terminated,E01009347,Birmingham 049D E01009347,1851,1
B18 6PR,Live,E01009347,Birmingham 049D E01009347,1851,1
B18 6PS,Live,E01009348,Birmingham 047A E01009348,4437,2
