FID,LSOA code,LSOA11NM,LSOA11NMW,BNG_E,BNG_N,LONG,LAT,GlobalID,LADCD_ACTIVE,UTLACD,CAUTHCD,RGNCD,geometry
8929,E01009189,Birmingham 104E,Birmingham 104E,408052,282061,-1.88297,52.43647,41ddd786-15d2-4fbe-b4c0-ad37b9492bc0,E08000025,E08000025,E47000007,E12000005,"POLYGON ((-1.880835948791806 52.43881180060958, -1.879475301781961 52.43825930931191, -1.878854756318386 52.43789772710707, -1.877807329397415 52.437827150010996, -1.876936786326908 52.43758465132367, -1.877274999255593 52.43754700115863, -1.876617981056293 52.435107908257216, -1.879301754154665 52.43513409969249, -1.880926104033713 52.43641798170777, -1.882937146738397 52.43536889751903, -1.883866273229044 52.43512081007893, -1.884200416716252 52.43533612188242, -1.883571132844746 52.43536748119909, -1.883472841480975 52.43566535018847, -1.883830210051663 52.43571146560969, -1.885854099130074 52.435964239220176, -1.887569084076591 52.43564043010383, -1.886630983717183 52.43518040682214, -1.88615395336999 52.43526523807219, -1.884969982441514 52.4344040637074, -1.885527196300431 52.433557661119366, -1.885514763319816 52.43325205988735, -1.886108158105384 52.43315137675361, -1.886403432735387 52.43257443694219, -1.88677681905064 52.43305421472868, -1.887626953011285 52.43328030492998, -1.888752433796873 52.434003940382134, -1.888344778244137 52.43436932557671, -1.888772833569676 52.43503106165795, -1.888943965531418 52.43510603713488, -1.889364118134488 52.436212590239165, -1.8893130539653 52.436742266528036, -1.888794694550732 52.43682914201832, -1.888801088490093 52.43684862041699, -1.883124329025368 52.43684281330967, -1.883023821716941 52.43710847289273, -1.883850194052876 52.43742623792493, -1.883609291547351 52.43754868853827, -1.882860912548536 52.43757476860167, -1.881964800958725 52.43854965717285, -1.881437601463132 52.43837297145888, -1.880835948791806 52.43881180060958))"
8930,E01009192,Birmingham 052B,Birmingham 052B,409978,287619,-1.85448,52.48641,3e5e457d-6214-470d-a8bc-3964ec88efc4,E08000025,E08000025,E47000007,E12000005,"POLYGON ((-1.853189667193457 52.48696720266903, -1.852768033383945 52.48667152151563, -1.852317175076982 52.487014125216135, -1.851358870658785 52.48647001500723, -1.851557573783957 52.48621537808767, -1.853175593224986 52.484493463825174, -1.852617494241734 52.483234941025245, -1.856121103065263 52.48297267521608, -1.856494892841937 52.484543440475804, -1.856675162860125 52.48477528484018, -1.857690745742042 52.485531098429355, -1.856821996460005 52.48576019519761, -1.857541560562038 52.4863885790051, -1.857372210070189 52.486725714436886, -1.857007628443206 52.4866123523996, -1.856831566249546 52.48650154546708, -1.856636047321351 52.48671877617875, -1.856984567539447 52.48726269383994, -1.856001054128921 52.48832038483796, -1.854834304614312 52.48965042754146, -1.85386152365531 52.48978733590902, -1.853568321527231 52.48968357167488, -1.851292600370708 52.4889268952504, -1.853189667193457 52.48696720266903))"
8931,E01009194,Birmingham 051A,Birmingham 051A,410297,287563,-1.84979,52.4859,a66b589c-c031-4e72-9150-f66536dd34a4,E08000025,E08000025,E47000007,E12000005,"POLYGON ((-1.843411866459535 52.48769982115359, -1.843469588922556 52.48675825351488, -1.845391592831482 52.48648500483204, -1.845765920493375 52.48597878260687, -1.843695534977265 52.48582207689164, -1.843616690024568 52.48542073309057, -1.844749893210569 52.48443462194999, -1.846137882373549 52.48421084684616, -1.849023642042476 52.48387046708843, -1.849188517790649 52.482951295293404, -1.849725081721586 52.4828026499354, -1.849828162591988 52.48314758155212, -1.851234303286751 52.48250311136988, -1.852454109241519 52.48124904393869, -1.854294268362293 52.48227437799658, -1.856173428123863 52.482120175747696, -1.856121103065263 52.48297267521608, -1.852617494241734 52.483234941025245, -1.853175593224986 52.484493463825174, -1.851557573783957 52.48621537808767, -1.851358870658785 52.48647001500723, -1.852317175076982 52.487014125216135, -1.852768033383945 52.48667152151563, -1.853189667193457 52.48696720266903, -1.851292600370708 52.4889268952504, -1.850761762369813 52.48878522250977, -1.849236537475339 52.48870865601928, -1.846457670973856 52.48834985453946, -1.845205257829748 52.48816474598528, -1.844803984194008 52.488105139273095, -1.843896560793797 52.48803041880504, -1.843888229974445 52.487704135419925, -1.843411866459535 52.48769982115359))"
8932,E01009195,Birmingham 058A,Birmingham 058A,410986,287468,-1.83964,52.48503,a457b601-3e25-464b-a5ee-38c3277f987e,E08000025,E08000025,E47000007,E12000005,"POLYGON ((-1.840822985963544 52.48269973189947, -1.842013837499588 52.48203315891082, -1.841735408466718 52.483582108544034, -1.843451085237733 52.48365229731946, -1.843749016459139 52.484120384171945, -1.844749893210569 52.48443462194999, -1.843616690024568 52.48542073309057, -1.843695534977265 52.48582207689164, -1.845765920493375 52.48597878260687, -1.845391592831482 52.48648500483204, -1.843469588922556 52.48675825351488, -1.843411866459535 52.48769982115359, -1.843888229974445 52.487704135419925, -1.843896560793797 52.48803041880504, -1.842338279093829 52.48797963067004, -1.840982389531021 52.487953744183066, -1.839929134688419 52.487786129079815, -1.836207405678632 52.48650188117227, -1.835935680112407 52.48642948677479, -1.835557886559888 52.48632827565144, -1.835164915919911 52.48466739220011, -1.839253124928499 52.48432501541719, -1.840054087870237 52.48429773575351, -1.840822985963544 52.48269973189947))"
8933,E01009197,Birmingham 058C,Birmingham 058C,410935,287043,-1.84041,52.48121,eb8feb26-4f9b-44a0-9a4f-435a48902c5c,E08000025,E08000025,E47000007,E12000005,"POLYGON ((-1.839253124928499 52.48432501541719, -1.839261552132476 52.48248664261456, -1.836438292830404 52.48255469050501, -1.836564353022134 52.480266280031515, -1.836442734092989 52.47984788099313, -1.839874254124647 52.478977528711745, -1.841318062817333 52.47859585076956, -1.841427510310154 52.47856692370482, -1.843091697669599 52.478312780778275, -1.843179793406533 52.478639161327806, -1.843906888949721 52.47866914980645, -1.844391472978945 52.4808058121257, -1.843756765237363 52.48092614383378, -1.844354113753742 52.48328521289582, -1.843451085237733 52.48365229731946, -1.841735408466718 52.483582108544034, -1.842013837499588 52.48203315891082, -1.840822985963544 52.48269973189947, -1.840054087870237 52.48429773575351, -1.839253124928499 52.48432501541719))"
8934,E01009198,Birmingham 058D,Birmingham 058D,409793,286974,-1.85722,52.48061,251d4904-e69d-4c5e-9172-4d8b93c3b3bb,E08000025,E08000025,E47000007,E12000005,"POLYGON ((-1.856121103065263 52.48297267521608, -1.856173428123863 52.482120175747696, -1.854294268362293 52.48227437799658, -1.852454109241519 52.48124904393869, -1.851234303286751 52.48250311136988, -1.849828162591988 52.48314758155212, -1.849725081721586 52.4828026499354, -1.850345715439536 52.48241939300237, -1.849321348774825 52.4812099700295, -1.850529673317757 52.48120086484719, -1.850891116269255 52.48092152544862, -1.850486007432422 52.47948004054705, -1.850770879918932 52.47926827230611, -1.85085451673678 52.47824161540889, -1.851366436247806 52.478242420296745, -1.851323913625035 52.477389425684564, -1.853907133181231 52.47707391647586, -1.857792024354628 52.47648339719834, -1.858407847758154 52.47640304489003, -1.859097479588572 52.478094439325524, -1.862392018162442 52.47974017410575, -1.862357296999481 52.480393155816515, -1.865125930682298 52.4828808218976, -1.862938751176709 52.48311055999186, -1.858119488863743 52.4843994441044, -1.856675162860125 52.48477528484018, -1.856494892841937 52.484543440475804, -1.856121103065263 52.48297267521608))"
8935,E01009199,Birmingham 052D,Birmingham 052D,409150,286766,-1.8667,52.47876,eb60b191-3dfc-4368-a987-b7a84aef6342,E08000025,E08000025,E47000007,E12000005,"POLYGON ((-1.865125930682298 52.4828808218976, -1.862357296999481 52.480393155816515, -1.862392018162442 52.47974017410575, -1.859097479588572 52.478094439325524, -1.858407847758154 52.47640304489003, -1.863416359675556 52.47528849267183, -1.866293867074967 52.4746160509378, -1.865722155139494 52.4762106121748, -1.866167490257968 52.47624513381952, -1.865984231198468 52.47679018641384, -1.867034956258627 52.4768780238939, -1.866999210373702 52.47736673241855, -1.869006196396925 52.47715683077195, -1.868502889640292 52.47812035768833, -1.869240293009536 52.478481203485224, -1.870186118439409 52.478357237426756, -1.871258398991227 52.47807651728752, -1.872126534596002 52.47826624610442, -1.87328891788718 52.478665174222144, -1.872318130927618 52.47899034260987, -1.872747590443443 52.4791245030885, -1.872268389839008 52.47996491803491, -1.87126534964858 52.47963310138015, -1.871612002146679 52.479798407156544, -1.871398397838915 52.48028510803861, -1.872381996701016 52.48043553908913, -1.87266144830773 52.48006757470605, -1.874755924899519 52.48042664427891, -1.876332949327954 52.47987991186483, -1.877999369470708 52.478937691979084, -1.879013337121397 52.479657928043935, -1.879436335000159 52.481123722746254, -1.878447696053984 52.48188686007569, -1.878854770573149 52.482259577871815, -1.878429150041081 52.4824196040547, -1.877364647489111 52.48141453610392, -1.877226220616329 52.48164287270671, -1.866972855548027 52.482690385109564, -1.865125930682298 52.4828808218976))"
8936,E01009200,Birmingham 139A,Birmingham 139A,408596,286508,-1.87486,52.47645,57465b24-41ea-4826-872e-b230c3992266,E08000025,E08000025,E47000007,E12000005,"POLYGON ((-1.871398397838915 52.48028510803861, -1.871612002146679 52.479798407156544, -1.87126534964858 52.47963310138015, -1.872268389839008 52.47996491803491, -1.872747590443443 52.4791245030885, -1.872318130927618 52.47899034260987, -1.87328891788718 52.478665174222144, -1.872126534596002 52.47826624610442, -1.871258398991227 52.47807651728752, -1.870186118439409 52.478357237426756, -1.869240293009536 52.478481203485224, -1.868502889640292 52.47812035768833, -1.869006196396925 52.47715683077195, -1.866999210373702 52.47736673241855, -1.867034956258627 52.4768780238939, -1.865984231198468 52.47679018641384, -1.866167490257968 52.47624513381952, -1.865722155139494 52.4762106121748, -1.866293867074967 52.4746160509378, -1.869121347961076 52.474272256258665, -1.870816405933498 52.4739321279131, -1.871163395253172 52.473826001301035, -1.875454966032823 52.47281327112983, -1.879081388896189 52.472434536702686, -1.882411291883679 52.47431765583586, -1.885890199278276 52.47472643936702, -1.889135697470935 52.47576532416255, -1.8903248018267 52.47597442169333, -1.889120148399511 52.47720455847277, -1.887663654142318 52.47677166936589, -1.886998040679968 52.4779756924742, -1.88451052845162 52.47743308450077, -1.883674646016811 52.47641721477532, -1.88128587156964 52.477781322351525, -1.880668268404728 52.4774930235007, -1.879444524239975 52.47812108326763, -1.879987924760867 52.47862507256018, -1.879013337121397 52.479657928043935, -1.877999369470708 52.478937691979084, -1.876332949327954 52.47987991186483, -1.874755924899519 52.48042664427891, -1.87266144830773 52.48006757470605, -1.872381996701016 52.48043553908913, -1.871398397838915 52.48028510803861))"
8937,E01009201,Birmingham 043A,Birmingham 043A,409263,288921,-1.86497,52.49813,940df07f-69b6-4969-9300-01241a49e375,E08000025,E08000025,E47000007,E12000005,"POLYGON ((-1.857174541882728 52.503394060435156, -1.855514548132907 52.50195366020436, -1.853629330810196 52.50230618927154, -1.850205191567996 52.50144032610445, -1.854120650744122 52.5002618458543, -1.857962739368715 52.49847260551912, -1.859590854389331 52.49748372793191, -1.862856702546873 52.494766520589444, -1.864471992758391 52.49262542725129, -1.865648288650846 52.49275988014328, -1.866444309884098 52.49252704092236, -1.867608017443681 52.492474406372885, -1.868565218376685 52.49252042103755, -1.868528136509679 52.49508251361685, -1.869499274242062 52.495416214225564, -1.87011837684952 52.4952550750581, -1.869495426460881 52.494275728084254, -1.870737921947598 52.492444570071235, -1.87311900237317 52.49186805455435, -1.8739808132755 52.49169842533034, -1.874359849252428 52.49243014158307, -1.873126610502611 52.49230616968372, -1.872806353535226 52.4925790786451, -1.871474819359842 52.492946380696594, -1.871665614710824 52.49388827489666, -1.871214760954401 52.49410785986587, -1.871524217024942 52.494410491345924, -1.871505192528142 52.49447450608508, -1.871312088890064 52.4951393032828, -1.872168669454766 52.49519830212286, -1.872867368681879 52.494689665264325, -1.873876339596313 52.4957561495069, -1.874470556721035 52.4959928648116, -1.874286587947257 52.49654076849399, -1.875298599474041 52.49683387514905, -1.873971132302614 52.4974617673858, -1.871952719784035 52.4976034440368, -1.869361918979964 52.500044379051026, -1.868229778066093 52.50128523833235, -1.866655243741132 52.50110075778783, -1.866124942966942 52.500690551964766, -1.866462721310415 52.50046776676354, -1.865905529226542 52.500203840785865, -1.865344278311056 52.5006886611098, -1.86489093250149 52.50051008180432, -1.863033998047093 52.49988591083065, -1.862048460458529 52.501208167316165, -1.863368354979129 52.50159565138391, -1.862575367232287 52.50235792613095, -1.86289665299316 52.50248448972206, -1.861837328459682 52.50271148742741, -1.861282056810375 52.5022205732461, -1.860415268995876 52.503487819293305, -1.860289277798038 52.50453645387605, -1.857174541882728 52.503394060435156))"
8938,E01009202,Birmingham 043B,Birmingham 043B,410455,289607,-1.84739,52.50427,215bcd64-b32f-4949-836c-c660e1b41a78,E08000025,E08000025,E47000007,E12000005,"POLYGON ((-1.848263036360547 52.5051002908118, -1.843255785784107 52.50464770467945, -1.835397548732127 52.50499215544075, -1.831678899043985 52.5055134058521, -1.83137581956259 52.50495418354636, -1.840444164860715 52.50328143980726, -1.849127602213734 52.50167214047211, -1.850205191567996 52.50144032610445, -1.853629330810196 52.50230618927154, -1.855514548132907 52.50195366020436, -1.857174541882728 52.503394060435156, -1.860289277798038 52.50453645387605, -1.860415268995876 52.503487819293305, -1.861282056810375 52.5022205732461, -1.861837328459682 52.50271148742741, -1.86289665299316 52.50248448972206, -1.862575367232287 52.50235792613095, -1.863368354979129 52.50159565138391, -1.862048460458529 52.501208167316165, -1.863033998047093 52.49988591083065, -1.86489093250149 52.50051008180432, -1.865344278311056 52.5006886611098, -1.865905529226542 52.500203840785865, -1.866462721310415 52.50046776676354, -1.866124942966942 52.500690551964766, -1.866655243741132 52.50110075778783, -1.868229778066093 52.50128523833235, -1.866544936737448 52.50309931993741, -1.86555475999499 52.50413205209367, -1.867173508461764 52.50472720257556, -1.867952114340796 52.504180324930715, -1.869744119654434 52.50499044731128, -1.866561590485856 52.50687510754015, -1.860478570732648 52.508672284526675, -1.85670355474567 52.50743323591183, -1.848263036360547 52.5051002908118))"
8939,E01009203,Birmingham 043C,Birmingham 043C,408578,288400,-1.87508,52.49345,fb264d07-291c-4e11-8e50-1050ef4dfb7b,E08000025,E08000025,E47000007,E12000005,"POLYGON ((-1.869744119654434 52.50499044731128, -1.867952114340796 52.504180324930715, -1.867173508461764 52.50472720257556, -1.86555475999499 52.50413205209367, -1.866544936737448 52.50309931993741, -1.868229778066093 52.50128523833235, -1.869361918979964 52.500044379051026, -1.871952719784035 52.4976034440368, -1.873971132302614 52.4974617673858, -1.875298599474041 52.49683387514905, -1.874286587947257 52.49654076849399, -1.874470556721035 52.4959928648116, -1.873876339596313 52.4957561495069, -1.872867368681879 52.494689665264325, -1.872168669454766 52.49519830212286, -1.871312088890064 52.4951393032828, -1.871505192528142 52.49447450608508, -1.871524217024942 52.494410491345924, -1.871214760954401 52.49410785986587, -1.871665614710824 52.49388827489666, -1.871474819359842 52.492946380696594, -1.872806353535226 52.4925790786451, -1.873126610502611 52.49230616968372, -1.874359849252428 52.49243014158307, -1.8739808132755 52.49169842533034, -1.87311900237317 52.49186805455435, -1.870737921947598 52.492444570071235, -1.869495426460881 52.494275728084254, -1.87011837684952 52.4952550750581, -1.869499274242062 52.495416214225564, -1.868528136509679 52.49508251361685, -1.868565218376685 52.49252042103755, -1.867608017443681 52.492474406372885, -1.867373121581354 52.492222425391674, -1.868916211938389 52.488394423534, -1.87117033005697 52.48873707032386, -1.871639480455881 52.48881094972163, -1.872905951147529 52.48883028489677, -1.8735993036962 52.488417488335976, -1.87449980088567 52.48876829775097, -1.875000714148695 52.4891474026232, -1.875074588456833 52.49011523944802, -1.875447794289629 52.490137333775365, -1.875398872532987 52.49124342342723, -1.877267645949728 52.49102633229305, -1.877836443285713 52.49136891514446, -1.877636622334768 52.491632199932674, -1.87845109548283 52.49188900376037, -1.879947498469178 52.49065277437719, -1.880545869457217 52.49009681999267, -1.882947466023965 52.48971264697803, -1.884606370486702 52.49173701054804, -1.883606202200315 52.49188903306621, -1.881323099974285 52.49318312025163, -1.880878383301042 52.4944247067555, -1.880328681800024 52.49450206016482, -1.881692866293696 52.49521018199745, -1.879805629076593 52.49673194586037, -1.876443249168285 52.49934494641235, -1.872954728829576 52.50079332334875, -1.870887807312501 52.50365785365368, -1.871390409138939 52.504015443751484, -1.869744119654434 52.50499044731128))"
